id,price
100094,12861432.418081747
100095,3538042.145885568
100096,7739579.372846178
100097,5457729.155390573
100098,8897624.906748733
100099,11527493.939842546
100100,2618736.3473655484
100101,2872746.4249192653
100102,3925008.8119722437
100103,8191017.391068067
100104,9532188.25267229
100105,2041635.0938467234
100106,7702662.51752996
100107,3084687.53787988
100108,10591918.942932403
100109,3810546.7100649104
100110,2365556.7534471075
100111,4181205.7998345615
100112,3924017.4265967854
100113,2631558.6869973717
100114,4888263.639102953
100115,2662808.7135685193
100116,3342780.7143721357
100117,6945186.458320906
100118,3999916.6362987924
100119,14411583.437638285
100120,3012595.132704431
100121,1874310.7021104274
100122,30774324.169634797
100123,1852453.4961732319
100124,11006291.35175239
100125,3210709.5608152146
100126,11714087.775886197
100127,5255987.788606516
100128,4671243.781498097
100129,1749878.7455116413
100130,12332666.841414241
100131,8516218.031331152
100132,16953958.18693102
100133,3919988.5311896256
100134,7902242.680789145
100135,5643567.783790936
100136,7355790.771133599
100137,5698994.740178217
100138,2636562.585735808
100139,2359048.8483711914
100140,12818978.002386862
100141,19280678.95101684
100142,2317674.8498339695
100143,4677101.812070571
100144,2430947.241146564
100145,4953205.013340531
100146,3398975.188152071
100147,2752996.0249425718
100148,9084678.649244599
100149,9409059.249042556
100150,5217613.216246431
100151,4058521.0132554127
100152,2034608.6439106893
100153,7781601.628373151
100154,3332799.9179738453
100155,2684151.1837445474
100156,4262919.322950607
100157,4143298.33623358
100158,4574190.20722402
100159,8996358.744622834
100160,5108313.59178595
100161,8388267.397232791
100162,2246177.5951967672
100163,19447407.480102714
100164,11262205.200627523
100165,12276250.276371066
100166,3668996.1104134945
100167,4587117.037614221
100168,2230690.7697045803
100169,7737120.361466738
100170,2330722.467908985
100171,2049299.1191753843
100172,3107362.525262006
100173,3376202.3986538462
100174,3495351.0219638804
100175,7912783.856813471
100176,1453126.1395172984
100177,18657058.70986655
100178,7884483.715998249
100179,2259736.8794236
100180,4135931.4436916653
100181,8044247.941073742
100182,1525881.1560296637
100183,1414713.5602437695
100184,5991179.427444292
100185,5028136.172028162
100186,3293703.4054327807
100187,2361288.258514121
100188,1317627.7134897527
100189,5304224.504430862
100190,21221111.216523103
100191,1996506.8389170505
100192,8232259.508375388
100193,13078850.114524698
100194,5132024.68433922
100195,1095306.8804780957
100196,8103233.073392897
100197,2815544.7115732543
100198,1783016.7268818498
100199,2263661.254087932
100200,2131135.638627574
100201,8384192.278723069
100202,4771484.60151047
100203,3429193.788886424
100204,6115873.96626127
100205,1728054.755821117
100206,27882920.752770316
100207,6194835.919596663
100208,4978473.971292668
100209,3614865.628324976
100210,2955908.908307624
100211,8294895.609603175
100212,3221791.1152008134
100213,9613653.285662996
100214,8589190.462148072
100215,4401341.970095288
100216,4067599.5449137427
100217,3925796.820710696
100218,4211759.194132033
100219,3640058.3335770806
100220,4961268.748298738
100221,5608939.826600445
100222,5524525.089715352
100223,5918467.077545694
100224,3372087.6106848223
100225,3269760.8658151464
100226,1982477.083249913
100227,3551444.080276914
100228,5578197.002768611
100229,1232245.3021134194
100230,16186633.926516235
100231,7016065.97981922
100232,10872788.934574489
100233,2792290.5818351754
100234,5680219.548268023
100235,4747008.461547322
100236,6856136.45165043
100237,6128112.747161713
100238,3362767.944882028
100239,3308123.9087601975
100240,3806167.541913885
100241,5070050.241064467
100242,2852899.8254864407
100243,2394000.2516122917
100244,5995179.296882372
100245,2860120.3786873086
100246,1292829.1793413195
100247,7993328.47049076
100248,8316954.9957590345
100249,3045668.8623405695
100250,7895260.911755843
100251,11716637.7130307
100252,1975755.2753523523
100253,5079759.005887291
100254,2438937.582103714
100255,4609271.537368551
100256,6614527.391297765
100257,4544394.539461893
100258,21088155.78613911
100259,3895427.464562255
100260,4935775.183936055
100261,8726435.1414854
100262,3774567.3555453806
100263,11722492.721163448
100264,5271008.719514728
100265,8283815.827903535
100266,6187356.893648334
100267,9485737.897311829
100268,3496470.620252644
100269,13280287.976220762
100270,1553640.8285641843
100271,13007448.058814816
100272,4566498.644267136
100273,3689386.5209981217
100274,3344732.486500594
100275,1721737.3488795615
100276,6269885.543401649
100277,3239232.826042747
100278,7591758.145907493
100279,2191406.6067448263
100280,5913898.803165702
100281,10284476.45102117
100282,2235876.7993524633
100283,3689797.4779671845
100284,4905131.394687178
100285,9187267.817405816
100286,3842513.792893778
100287,9742824.764604498
100288,1450947.4253762022
100289,25882773.062784676
100290,4451001.263698736
100291,2773051.9782834523
100292,4184106.5184575836
100293,2736555.237634027
100294,3295416.152369061
100295,2455707.777353294
100296,4104718.4108477896
100297,4392480.346109116
100298,3354796.357963774
100299,6999188.876191279
100300,9090928.395237908
100301,2634888.869343129
100302,2074387.956798705
100303,4336049.746128089
100304,3941084.362625537
100305,4530212.282569063
100306,5142813.075308027
100307,3351657.378262906
100308,5894138.861929196
100309,8006857.693990829
100310,13310834.171466742
100311,4181756.883336229
100312,2379309.3723346475
100313,3624410.6802585116
100314,6032083.536949065
100315,1218174.7700329116
100316,11708468.274733126
100317,3735250.2728432342
100318,3671364.4448028873
100319,4479992.867507089
100320,994551.7163274756
100321,4644516.681404514
100322,5202954.997062104
100323,15031634.5146583
100324,1784370.4779560203
100325,4612656.389612063
100326,5828736.8424642095
100327,3911087.129873516
100328,3362555.4804502353
100329,3939382.2171134767
100330,7082828.750633606
100331,2881800.2805322097
100332,2523963.326679255
100333,5742148.302472521
100334,5440837.938111745
100335,3685674.7650404223
100336,9285867.251535574
100337,4768501.488528037
100338,10199013.011165347
100339,14407817.779346863
100340,10801945.202455359
100341,5527075.161466434
100342,6344048.083160534
100343,17715320.93447179
100344,5488073.5969711095
100345,3842606.052559104
100346,2160079.6661499958
100347,4158144.595126701
100348,4432498.844718981
100349,5690498.364893347
100350,5056306.731662885
100351,4565300.604884028
100352,7156060.496832383
100353,4577981.399370108
100354,2347619.2787769404
100355,6559254.61183645
100356,3403876.0593291186
100357,4003553.030327436
100358,3662506.2500408
100359,5305289.552596909
100360,9462131.480733817
100361,1950539.0812343312
100362,4278803.76987639
100363,8637957.991957074
100364,3080735.5332275666
100365,2142618.6954514035
100366,6485474.2007641075
100367,10257420.542816252
100368,12856469.377154406
100369,3961215.536188428
100370,10590394.17396872
100371,8572926.739509558
100372,3026948.657441683
100373,2461447.9180567428
100374,6317457.1234259
100375,3138061.0136342165
100376,5706165.299614734
100377,4987789.401359889
100378,9313447.196495749
100379,3883386.88446136
100380,6219194.548177084
100381,4129521.360086183
100382,8698373.746752718
100383,10161737.728301411
100384,4554256.092059449
100385,9737973.906074326
100386,1808818.5946769777
100387,9278857.523531212
100388,1500919.887301312
100389,8349152.070964815
100390,3343058.944386112
100391,4856215.127180733
100392,3413770.2510474613
100393,2069009.7591909105
100394,2497592.47385422
100395,6857202.76238344
100396,6790083.378323915
100397,3169426.316823874
100398,7093683.87514918
100399,10826945.97404535
100400,2663680.41765931
100401,3264755.478927053
100402,7376983.5813561855
100403,3510098.725245802
100404,4568152.409638692
100405,2485356.12349338
100406,2410497.1301653436
100407,2695719.45629062
100408,11977291.48891788
100409,3516425.470319397
100410,3276639.2320615933
100411,6478555.7481619315
100412,1888718.8533962423
100413,1571912.0709562232
100414,3077043.0632065455
100415,4563036.992265247
100416,7292692.214853885
100417,5093537.059085679
100418,7219377.09764347
100419,10326109.5770562
100420,2140084.063325699
100421,1576791.198558133
100422,2530167.4787018583
100423,2933452.379188228
100424,1842069.7198606117
100425,7917419.37238975
100426,6515601.511386975
100427,5516040.044926739
100428,15561748.363653898
100429,5264488.034229607
100430,3644326.1025995403
100431,8485115.880163578
100432,3478302.9322221163
100433,4867584.454939952
100434,5726687.751478296
100435,8905021.094835747
100436,8672064.411299633
100437,5036587.892713944
100438,5080251.824144408
100439,1867102.2884521275
100440,4591612.257064593
100441,3330552.8069545203
100442,5225069.884758428
100443,18396745.31442219
100444,1837135.480296972
100445,5224750.167823071
100446,2049267.8804982298
100447,8923161.430599933
100448,1935172.3970496287
100449,4082605.092206137
100450,987409.8935761981
100451,7466125.473752904
100452,2556985.712218031
100453,9412920.637758901
100454,1766926.76757586
100455,6012717.437300107
100456,5386006.055743452
100457,10354205.075585967
100458,2453461.261550016
100459,4797908.7220183965
100460,2161488.02859035
100461,3066964.746574426
100462,5346656.85879926
100463,15023354.319658762
100464,5904324.0874692025
100465,11875083.049714556
100466,8274343.450503102
100467,4150728.4887087895
100468,4564293.896448564
100469,8576307.289921297
100470,4691484.595207711
100471,1901804.5334894382
100472,941850.8718918954
100473,5000960.5058310125
100474,4061263.487196079
100475,6864577.712080513
100476,3228786.8194578704
100477,5706695.654676675
100478,10936622.407602927
100479,2556333.7084853826
100480,4358171.170838602
100481,7796921.644785122
100482,3680130.3700296655
100483,3487844.5596757866
100484,14624223.093491498
100485,2182474.0100736227
100486,7839549.592392175
100487,4791384.246250681
100488,2951695.206630069
100489,2628369.4011085974
100490,3230286.701034539
100491,3833616.270476474
100492,2057883.516854862
100493,3023167.559184799
100494,7345309.064125755
100495,4358168.747359802
100496,11959710.82056883
100497,2857145.087676412
100498,15948652.4079885
100499,3620198.015202006
100500,7730714.4239919
100501,5247043.630181352
100502,12431176.920324994
100503,10396839.108340703
100504,4136595.7415420646
100505,3539079.4509651847
100506,2429047.36525633
100507,11464787.091460709
100508,4725815.311132262
100509,10987387.97256933
100510,3603236.7918340215
100511,8585658.681291709
100512,4531030.669013939
100513,5291674.003563557
100514,5035120.885592388
100515,3534149.6461580982
100516,1823466.3754988858
100517,9714841.711522054
100518,6676561.6578754205
100519,3301254.447827349
100520,6135604.0339615485
100521,2141683.588428906
100522,7243924.79210001
100523,3454562.381063607
100524,10250809.424952198
100525,6399150.307988534
100526,14583138.260228762
100527,2282389.4687104677
100528,2682146.4479420646
100529,7961556.937287778
100530,3788643.652979054
100531,2257472.2796592047
100532,2752785.806270463
100533,1833576.0184336037
100534,1853666.572043752
100535,7100478.2416751785
100536,3169296.8056531986
100537,11117255.427579526
100538,3076152.020081912
100539,3463459.726927174
100540,3458563.3585285544
100541,7448805.8963733
100542,837875.5038480179
100543,7966042.3453232935
100544,1272586.2439141222
100545,5650781.679382817
100546,3115223.5946420203
100547,9514733.29005599
100548,5998408.173402522
100549,3410914.3104685917
100550,12249375.663262306
100551,4383094.394350345
100552,3681081.6197861033
100553,5489529.870305868
100554,1833412.8572230777
100555,5583090.565544918
100556,14920801.460701294
100557,3599628.857320513
100558,2386284.547201727
100559,3182123.602013489
100560,3491449.402095192
100561,3462050.435190271
100562,5779289.332307118
100563,6499758.698109163
100564,1777837.557595292
100565,6660271.2056899555
100566,12866943.633671956
100567,3546715.185059499
100568,6079255.772581034
100569,4314919.7654853845
100570,3613724.6194333485
100571,3099113.0476898123
100572,2237119.5696162065
100573,4114120.155679455
100574,3022040.153922943
100575,11005759.375815816
100576,6290405.805097652
100577,3731593.6493409076
100578,3229145.8234051196
100579,2776530.9508062727
100580,2889481.1372892037
100581,6049898.136732915
100582,5901560.032507356
100583,7770540.355655066
100584,1401642.0751416306
100585,3983817.200898385
100586,2896948.641929017
100587,2561711.988209232
100588,3417504.7078777095
100589,7960083.660233979
100590,2135519.9507164243
100591,5611460.182470456
100592,2833375.086146719
100593,1250755.1134024714
100594,1967475.996743228
100595,2458889.1322259544
100596,3692318.3647317817
100597,1901110.1139171813
100598,963132.7565429355
100599,7579909.8493647855
100600,13324567.93756152
100601,18548458.64911129
100602,3806454.594881149
100603,7258982.2964989
100604,3397031.9836422023
100605,3798000.4112563753
100606,1973512.3293989808
100607,11059423.301433757
100608,5759253.753128211
100609,6389216.418559371
100610,4972505.748717475
100611,5915877.923349298
100612,10668893.2812312
100613,5039920.201517292
100614,4807614.078265848
100615,2401400.762168996
100616,5108127.421594711
100617,8841899.24016413
100618,1626098.1338621336
100619,7246560.318997489
100620,6794072.0719969515
100621,7378106.116964501
100622,7630345.696238093
100623,3385556.348299199
100624,2541486.205395818
100625,2700284.4392319564
100626,6529789.120795444
100627,3027669.0148462923
100628,4271257.444472111
100629,4249153.536677088
100630,1772666.6719720638
100631,6392199.7574218465
100632,1698814.035880937
100633,1192459.5169348866
100634,6304607.022139875
100635,4341346.983293852
100636,8781816.601771515
100637,5878425.012677296
100638,4954517.691724239
100639,9415642.362430902
100640,2959729.2878669077
100641,8354972.970751466
100642,9582453.675176593
100643,9616299.027316108
100644,1172696.1483290386
100645,808447.2530783861
100646,3733447.2338305837
100647,1722007.0767558906
100648,5608021.505082738
100649,5502063.267989772
100650,15444882.996526644
100651,3995208.160184634
100652,6548598.768538531
100653,7758906.152539637
100654,3597274.8108527367
100655,3281905.287442008
100656,3917417.5681303795
100657,3739295.5204728697
100658,3484667.6676173895
100659,6131001.583510955
100660,7489433.381766675
100661,4105550.3147077993
100662,2293814.4507926423
100663,1530359.697447705
100664,2899464.336200185
100665,31977847.335608378
100666,7464473.032086466
100667,12797409.466111021
100668,10024201.839600373
100669,3547718.364147237
100670,3976937.255574229
100671,4950987.290696861
100672,7880742.70065974
100673,2063895.5951144602
100674,3616276.92339368
100675,10571818.10467021
100676,4866438.575907318
100677,4027465.1340218037
100678,5654730.790127521
100679,9046373.271757886
100680,2434682.1335897157
100681,6879067.331516304
100682,12985789.627948288
100683,2446524.1154560586
100684,2799277.9947345015
100685,4818966.339115966
100686,3535733.532713543
100687,1541843.8835331243
100688,2395909.3888281044
100689,2911439.3985576504
100690,2477366.203105056
100691,14408450.188910488
100692,2181932.031724576
100693,3808440.4704199512
100694,4094224.668707806
100695,2301623.8203576594
100696,4278866.24932062
100697,9911844.752194121
100698,5626144.261187337
100699,1955549.493922418
100700,2387536.485357509
100701,3918766.965894755
100702,3626996.401674215
100703,3563294.927044879
100704,4615266.152800614
100705,2462433.8399221324
100706,3677346.9484956083
100707,6029444.468944328
100708,9175941.217868254
100709,4412701.7004206525
100710,2790928.40109949
100711,2407562.5702361767
100712,4167649.536232346
100713,3497561.661176472
100714,9528743.326949714
100715,4543030.173258843
100716,1510623.6468963563
100717,7981823.107367375
100718,7149448.043955548
100719,2131363.125578732
100720,3065112.5523926835
100721,2902437.1988602513
100722,1703472.4162430107
100723,5292002.122381667
100724,5874553.14947836
100725,8107589.498491718
100726,11801637.581354572
100727,12318094.133322978
100728,2814640.2008700646
100729,5777100.094656114
100730,2018257.9772845358
100731,4410940.447374775
100732,1838621.97438065
100733,2456681.658737227
100734,4553112.406575113
100735,2744030.160919792
100736,19297758.76032772
100737,3728933.0551939365
100738,2642463.780726702
100739,4129024.0946580856
100740,5100319.24177482
100741,3450307.275862166
100742,2837627.2832905296
100743,9121822.115065886
100744,2654178.498788989
100745,8386840.98251015
100746,6185993.176159424
100747,4622603.561870562
100748,8733472.593296476
100749,5981956.424018808
100750,2619186.1037551905
100751,4404006.129621518
100752,3411359.6036184533
100753,1337886.6689042067
100754,4066133.7059909026
100755,2944121.067475399
100756,1665124.8315146496
100757,6135992.417576595
100758,8402453.435226612
100759,5899690.318185297
100760,2751835.3598896028
100761,6120538.421240515
100762,9011341.044818535
100763,13418413.27821605
100764,1506034.6850942946
100765,1826587.743649469
100766,14442075.960830618
100767,2853280.858434172
100768,2941559.0048558027
100769,2641750.889646405
100770,4268969.748751644
100771,4904598.679656843
100772,3861085.9872234655
100773,6525759.3320700005
100774,5902138.689647983
100775,1843715.8218933395
100776,4049508.119621924
100777,6053513.156769741
100778,5879532.99461631
100779,3140636.5345582133
100780,8847675.389346221
100781,2132459.6244002697
100782,13017196.473017748
100783,2447538.350763576
100784,3290583.8287313143
100785,9132188.168559773
100786,1553783.7571747508
100787,3713152.609386627
100788,1291295.0415896769
100789,3666976.95059628
100790,6640008.754833028
100791,4301231.720583997
100792,8280411.844893817
100793,2385667.655305209
100794,3130909.510956198
100795,2362411.4007487907
100796,4303460.655884714
100797,5324831.568359677
100798,4374505.189300719
100799,2334409.3378413855
100800,1886692.5121249172
100801,3767063.108852712
100802,5483643.403544257
100803,5961343.650693274
100804,6556574.607327148
100805,2439033.764826887
100806,1762843.8850115226
100807,5961102.678423385
100808,10260087.403022347
100809,4257261.8267797865
100810,14487866.769423833
100811,7214007.481939057
100812,5582913.09888607
100813,8369112.675187137
100814,7098949.366187043
100815,3911082.4775636266
100816,2351022.5173028107
100817,4519640.76612686
100818,11285048.161327835
100819,3219212.2056145365
100820,9159118.99866368
100821,9739570.655966243
100822,2305834.969584656
100823,2401474.378819708
100824,4119349.3273276268
100825,2490023.7010104377
100826,8096750.915091362
100827,5004955.841357049
100828,11401793.631907897
100829,2126475.8313964847
100830,3557253.995704014
100831,4620441.3437734805
100832,5759513.589909111
100833,7049537.02660196
100834,4857776.201913913
100835,12758560.727612823
100836,6199851.11183313
100837,5968541.017592517
100838,8809320.02020567
100839,9734450.330919141
100840,7795599.888394027
100841,6581337.251840649
100842,6439989.456340699
100843,5332281.5460363915
100844,6247865.097957475
100845,6775129.047560002
100846,6052715.976481721
100847,3552762.9529968924
100848,2094227.8327790778
100849,9372414.843959268
100850,5562815.498971336
100851,4425799.251361408
100852,7066328.53441644
100853,2814272.9729632526
100854,5366732.328844978
100855,18332731.167109817
100856,2415575.5631597135
100857,4107290.0327463355
100858,1798740.8040219755
100859,4797694.336262068
100860,2438415.680554945
100861,9199871.291295039
100862,2233400.8094725288
100863,5415562.359096232
100864,10395976.01675459
100865,2336660.2546586413
100866,2460440.9964381973
100867,5199859.1915386915
100868,5350633.440217568
100869,3090981.04358196
100870,5047467.59805039
100871,7476900.321356243
100872,2887529.8678924465
100873,3591130.2932390226
100874,10514504.283883292
100875,1755252.6826372955
100876,4768875.242633132
100877,11000291.9435248
100878,4817997.042933488
100879,2606096.578100941
100880,4372826.3366472665
100881,4923650.940681258
100882,3752583.9971727994
100883,3783905.8331216876
100884,4243561.829742747
100885,16142631.661545016
100886,3941331.5082208826
100887,9623750.198251259
100888,4357042.824262464
100889,3438951.415800173
100890,6764884.202036114
100891,8613088.364395846
100892,1984693.8636079147
100893,2701079.8179869675
100894,9085856.773492252
100895,17237247.379663534
100896,3196407.3782272604
100897,5836489.385739944
100898,3596043.5406800294
100899,2418940.974010283
100900,7102869.080897854
100901,3121326.664964949
100902,1169564.5694293003
100903,2601313.2785072033
100904,4705277.519550483
100905,4046240.2697880305
100906,8910813.827618068
100907,3422653.1635832046
100908,5798914.893915003
100909,5087317.726672881
100910,3306710.9323081267
100911,10017724.659522302
100912,6402698.044350842
100913,3973326.980677659
100914,2726963.7650174377
100915,8829752.885627218
100916,4692132.766355031
100917,7193590.624491855
100918,3461050.6861661957
100919,5597053.162511162
100920,2312482.9085355536
100921,11668373.24492085
100922,3438620.091486844
100923,8306814.550484208
100924,5744192.610355434
100925,4570093.058039317
100926,5699605.872270492
100927,1642459.8168407741
100928,5275715.579799715
100929,1651349.5988867613
100930,3771168.08984652
100931,5021156.456929584
100932,7250718.576029615
100933,6197923.568032962
100934,5455609.848948024
100935,11653238.548776213
100936,5740574.004149393
100937,1765650.527182624
100938,3584205.846890104
100939,3518306.7417814885
100940,4974890.035959576
100941,5492710.89082266
100942,2526366.819650095
100943,5609770.9651586795
100944,2084901.3782099679
100945,6867766.240104546
100946,3668395.1841114634
100947,3395285.7942980872
100948,7091831.427473938
100949,4339092.914424683
100950,10100400.91628513
100951,4206865.9095751885
100952,22031085.24183092
100953,4346790.719461431
100954,4758151.616157989
100955,13241562.885908395
100956,1810244.3213280267
100957,1728077.9825176536
100958,4139393.733422006
100959,3222490.564849686
100960,3776373.8295516693
100961,1802748.4977606968
100962,5967479.71153195
100963,4771404.8821579125
100964,1441771.3739797915
100965,5141276.874217755
100966,2673816.840284556
100967,5323128.526358948
100968,2673578.467550213
100969,5638388.649561284
100970,3931299.6791542144
100971,2876286.154785567
100972,7121770.477087521
100973,1530274.4031518965
100974,7517782.771777938
100975,1301049.8241656316
100976,8764539.583859358
100977,12484926.200812105
100978,8204728.986804753
100979,12272896.294264108
100980,6187001.693650802
100981,728067.6073968771
100982,12848451.90233944
100983,4484037.093619254
100984,4299447.309289744
100985,6282328.929894536
100986,2422795.0886371634
100987,7080227.676070323
100988,2911085.280847306
100989,6616401.841924747
100990,7062757.143426805
100991,2789709.017048587
100992,6016813.472543155
100993,15133843.862208413
100994,3094809.981655069
100995,2289694.542609208
100996,4509179.954425861
100997,10202152.676152362
100998,9951242.858668527
100999,5147088.7886077305
101000,11221016.198039068
101001,8748396.545554172
101002,2034103.2578310268
101003,505151.42071197915
101004,9477673.248020876
101005,5351779.385638837
101006,2591099.246393709
101007,7946205.113659059
101008,3815011.198682819
101009,2312313.6719830805
101010,5506258.491568785
101011,6151392.563896991
101012,13147795.493425032
101013,3196499.3747258773
101014,13547704.938923415
101015,3690060.9929283913
101016,1536468.0546269517
101017,2408858.0207067705
101018,4467338.516539492
101019,4095428.49192013
101020,3968944.8654742176
101021,7528638.951642137
101022,5011409.522641104
101023,1829312.5778273975
101024,1013638.2506258799
101025,1744367.9392613338
101026,2273920.4864509553
101027,5418916.566157527
101028,5136924.791661476
101029,1746373.3723735625
101030,705228.6323506406
101031,6898446.899845691
101032,3260166.3641976565
101033,3227871.113777419
101034,4529291.600873451
101035,1546436.36312074
101036,2187028.846085232
101037,3710121.748877334
101038,5478799.294280705
101039,4093973.356300774
101040,3195398.1706972728
101041,4860778.631203818
101042,4979746.138606085
101043,3093571.0379199646
101044,7998024.474381106
101045,3616429.399023096
101046,4035821.189061762
101047,3448241.525969107
101048,1689765.3700288082
101049,2416354.149784535
101050,4970949.445802858
101051,6410312.617846372
101052,13166088.047524545
101053,6185585.151347169
101054,4851251.942755028
101055,1969792.3654589374
101056,3518258.5966247492
101057,4574871.737731168
101058,13617959.226821393
101059,9955407.831047013
101060,4812592.266430379
101061,5096657.350191642
101062,9536131.440412251
101063,3590239.2891117507
101064,2719244.5232411567
101065,6830163.776566218
101066,4910843.632430793
101067,9099381.434039943
101068,4533171.025632902
101069,9244095.257509343
101070,4895047.468280581
101071,5769371.786325287
101072,1660864.1966235423
101073,3139328.999531218
101074,7459274.133705743
101075,6848423.28698639
101076,2380805.0671227
101077,2334811.598427449
101078,2314754.0873793033
101079,2664459.0139388144
101080,1789439.2696455747
101081,7453058.731123158
101082,2200178.3030923945
101083,9262453.14025993
101084,9257771.746775944
101085,2749147.7863721065
101086,6664810.026498177
101087,7381023.7113682665
101088,5868661.718774956
101089,29980815.690296933
101090,4958854.108129875
101091,7830866.74649673
101092,4672164.518243768
101093,5884517.062983258
101094,7811439.353692969
101095,4488510.156808427
101096,4626436.377702943
101097,4297931.609505461
101098,4066083.6534793978
101099,11224669.393095905
101100,4560267.342086461
101101,1930565.979198284
101102,3968098.6096907994
101103,8664113.237224342
101104,9304658.069248127
101105,2696577.3037097272
101106,4741953.225751987
101107,2422248.38548415
101108,3166525.4893192337
101109,1321982.4726940943
101110,5517373.973432093
101111,3699169.168776778
101112,4680431.623923748
101113,3513709.962614482
101114,3069477.4588822536
101115,6285804.302395651
101116,3655148.299667672
101117,2228247.307451235
101118,2671527.9886363205
101119,5260780.351028473
101120,3444614.4892157163
101121,21081731.411898322
101122,5047701.569774728
101123,3073130.066972466
101124,10403175.15903992
101125,6473740.067217799
101126,20741670.921757452
101127,7603834.728753138
101128,3956088.3899104153
101129,6271442.501254691
101130,10320137.422370907
101131,12354347.630595468
101132,2801963.132464284
101133,13076300.452188123
101134,5218495.725798788
101135,7357994.930166298
101136,21433754.13289358
101137,3102097.789862532
101138,3812448.1919245673
101139,5814101.271756342
101140,2958151.9003361557
101141,5476143.319839178
101142,2858709.819856301
101143,4001756.9361334583
101144,3157473.7015215554
101145,2688338.727880386
101146,4705059.901392523
101147,9594900.953700166
101148,11775553.169172056
101149,5949863.701630592
101150,4464788.49946994
101151,4865986.52726254
101152,6864053.330229395
101153,2702212.2075767713
101154,8551634.50731758
101155,11984382.985772798
101156,2688111.8568257396
101157,3173769.024614891
101158,3595059.6734454785
101159,9971388.672079958
101160,6787159.773197008
101161,6223562.972741495
101162,2203888.7651894335
101163,4351986.823166373
101164,6296497.544143926
101165,7947314.649689818
101166,7561963.002997113
101167,11378056.789573817
101168,1593572.5651058585
101169,10455834.462043483
101170,15556120.140795285
101171,2681318.3495250978
101172,2240806.348332462
101173,1800255.2466844106
101174,10084757.468442945
101175,3404585.3119672323
101176,2352344.189938524
101177,9443957.914325224
101178,4279248.994215853
101179,8064454.927317946
101180,4044929.137258222
101181,2643912.799455257
101182,5920484.566590602
101183,10967678.263659285
101184,3369033.528020215
101185,8030204.511172378
101186,7884990.067811009
101187,3888867.7704556384
101188,4422936.949208101
101189,7838573.32345148
101190,2656770.815672017
101191,2120396.92087889
101192,10585572.698181748
101193,4560794.0473454315
101194,6135175.12346421
101195,10045613.46991134
101196,2961351.702286269
101197,1928160.5627539284
101198,3387341.662671741
101199,4746484.869692627
101200,1981714.0811857213
101201,6869017.69447527
101202,1735765.752978695
101203,5778712.932107592
101204,2718603.669562001
101205,2225551.890351196
101206,3650353.347792984
101207,4382173.892660533
101208,6297204.600682007
101209,7242399.18662224
101210,3824135.658498026
101211,3156854.778949111
101212,9893953.627302984
101213,16381900.788199319
101214,2435266.989934527
101215,968335.5674630139
101216,7195327.997352946
101217,6137787.7578795
101218,8375606.347378311
101219,3266861.190021573
101220,5837478.715033759
101221,2295357.979560829
101222,799950.8738036264
101223,7070376.873102638
101224,2671100.5613857848
101225,1973195.4386854135
101226,6931267.74405605
101227,4944648.737482127
101228,6453938.151454424
101229,3906114.1977038113
101230,8732206.717847023
101231,4838537.752696162
101232,16329917.571285073
101233,2562660.705864282
101234,3171580.994257904
101235,3623715.5997932875
101236,4159682.587571379
101237,2791357.4055245137
101238,1746503.789901838
